Timestamp,Tag Name,Tag ID
2024-07-09 15:14:22,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
2024-07-09 15:14:23,TAG 1,E2 00 20 23 12 05 EE AA 00 01 00 73
