Timestamp,Speed
07/09/2024 14:48:17,0.6
07/09/2024 14:48:17,0.6
07/09/2024 14:48:17,0.6
07/09/2024 14:48:17,0.6
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,0.6
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,1.2
07/09/2024 14:48:18,1.9
07/09/2024 14:48:18,2.5
07/09/2024 14:48:18,2.5
07/09/2024 14:48:18,1.9
07/09/2024 14:48:18,2.5
07/09/2024 14:48:18,2.5
07/09/2024 14:48:18,2.5
07/09/2024 14:48:18,3.1
07/09/2024 14:48:18,3.7
07/09/2024 14:48:19,3.1
07/09/2024 14:48:19,3.1
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.1
07/09/2024 14:48:19,3.1
07/09/2024 14:48:19,3.1
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.1
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,3.1
07/09/2024 14:48:19,4.3
07/09/2024 14:48:19,5.6
07/09/2024 14:48:19,3.7
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.3
07/09/2024 14:48:19,4.3
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.3
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.9
07/09/2024 14:48:19,4.3
07/09/2024 14:48:19,4.9
07/09/2024 14:48:20,4.9
07/09/2024 14:48:20,4.9
07/09/2024 14:48:20,5.6
07/09/2024 14:48:20,5.6
07/09/2024 14:48:20,6.8
07/09/2024 14:48:20,5.6
07/09/2024 14:48:20,6.2
07/09/2024 14:48:20,5.6
07/09/2024 14:48:20,6.2
07/09/2024 14:48:20,6.8
07/09/2024 14:48:20,6.2
07/09/2024 14:48:20,6.8
07/09/2024 14:48:20,6.2
07/09/2024 14:48:20,6.2
07/09/2024 14:48:20,5.6
07/09/2024 14:48:20,6.2
07/09/2024 14:48:20,6.8
07/09/2024 14:48:20,8.0
07/09/2024 14:48:20,6.8
07/09/2024 14:48:20,6.8
07/09/2024 14:48:20,6.2
07/09/2024 14:48:20,9.3
07/09/2024 14:48:20,6.8
07/09/2024 14:48:20,8.6
07/09/2024 14:48:20,7.4
07/09/2024 14:48:20,8.0
07/09/2024 14:48:20,7.4
07/09/2024 14:48:20,8.0
07/09/2024 14:48:20,8.0
07/09/2024 14:48:20,7.4
07/09/2024 14:48:20,7.4
07/09/2024 14:48:20,9.9
07/09/2024 14:48:21,6.2
07/09/2024 14:48:21,8.0
07/09/2024 14:48:21,7.4
07/09/2024 14:48:21,8.6
07/09/2024 14:48:21,8.6
07/09/2024 14:48:21,7.4
07/09/2024 14:48:21,8.0
07/09/2024 14:48:21,6.8
07/09/2024 14:48:21,8.0
07/09/2024 14:48:21,4.9
07/09/2024 14:48:21,9.9
07/09/2024 14:48:21,8.0
07/09/2024 14:48:21,7.4
07/09/2024 14:48:21,8.0
07/09/2024 14:48:21,9.9
07/09/2024 14:48:21,9.9
07/09/2024 14:48:21,8.0
07/09/2024 14:48:21,9.3
07/09/2024 14:48:21,9.3
07/09/2024 14:48:21,9.9
07/09/2024 14:48:21,8.6
07/09/2024 14:48:21,10.5
07/09/2024 14:48:21,8.0
07/09/2024 14:48:21,9.9
07/09/2024 14:48:21,11.1
07/09/2024 14:48:21,9.9
07/09/2024 14:48:21,8.6
07/09/2024 14:48:21,8.6
07/09/2024 14:48:21,9.9
07/09/2024 14:48:21,6.8
07/09/2024 14:48:21,11.7
07/09/2024 14:48:22,9.9
07/09/2024 14:48:22,8.6
07/09/2024 14:48:22,11.7
07/09/2024 14:48:22,8.0
07/09/2024 14:48:22,11.7
07/09/2024 14:48:22,9.9
07/09/2024 14:48:22,8.6
07/09/2024 14:48:22,10.5
07/09/2024 14:48:22,9.3
07/09/2024 14:48:22,9.9
07/09/2024 14:48:22,11.1
07/09/2024 14:48:22,10.5
07/09/2024 14:48:22,9.9
07/09/2024 14:48:22,8.6
07/09/2024 14:48:22,8.0
07/09/2024 14:48:22,8.0
07/09/2024 14:48:22,9.3
07/09/2024 14:48:22,9.3
07/09/2024 14:48:22,9.9
07/09/2024 14:48:22,8.0
07/09/2024 14:48:22,13.0
07/09/2024 14:48:22,10.5
07/09/2024 14:48:22,8.0
07/09/2024 14:48:22,11.1
07/09/2024 14:48:22,11.1
07/09/2024 14:48:22,11.1
07/09/2024 14:48:22,9.3
07/09/2024 14:48:22,13.6
07/09/2024 14:48:22,9.9
07/09/2024 14:48:22,10.5
07/09/2024 14:48:22,12.4
